Үнэ,Талбай,Давхар,Ашиглалтын он,Дүүрэг
98780000.0,64.4,8,2009,5
41800000.0,38.7,5,2002,2
0.0,47.4,15,2010,2
93530000.0,66.2,4,1996,4
114490000.0,83.9,9,2009,1
115990000.0,91.1,8,2003,1
117140000.0,76.0,7,1997,5
93650000.0,67.2,14,2024,1
108100000.0,75.5,16,1987,4
49890000.0,50.0,1,2015,2
63990000.0,59.2,8,1993,2
42680000.0,47.2,2,1993,2
51860000.0,39.5,7,1991,4
98340000.0,68.0,10,1989,5
97210000.0,65.3,7,1989,5
113260000.0,74.4,5,2018,4
119030000.0,71.8,5,2022,5
104670000.0,66.4,5,2008,5
111030000.0,72.0,6,1985,3
88150000.0,61.2,6,2019,0
105050000.0,69.4,12,2009,0
77260000.0,48.9,2,2005,5
93600000.0,68.7,1,2022,0
88080000.0,74.0,9,2001,0
73350000.0,49.9,11,1999,5
94900000.0,62.9,5,2016,4
67650000.0,50.8,4,2006,0
72330000.0,52.5,10,2013,0
43950000.0,41.8,7,2012,2
118930000.0,84.8,12,2018,1
132200000.0,81.2,3,1997,3
67950000.0,71.7,2,1987,2
152450000.0,97.5,9,2004,5
67120000.0,58.6,7,2010,2
156950000.0,116.6,12,2017,1
68770000.0,57.9,9,1995,1
94120000.0,66.6,6,2014,0
99260000.0,54.8,3,2018,3
116680000.0,68.7,3,2017,5
146110000.0,77.0,13,2017,3
120810000.0,59.9,4,2024,3
95800000.0,94.0,9,2011,2
74890000.0,66.3,14,1999,1
88070000.0,66.9,15,2002,0
39880000.0,45.6,5,2014,2
103060000.0,69.5,2,1994,5
110090000.0,59.6,13,2009,3
60890000.0,51.1,11,2007,1
62090000.0,48.0,6,2011,0
183040000.0,110.1,10,2001,3
71410000.0,57.3,4,2014,1
54280000.0,35.8,12,1987,3
51960000.0,49.4,12,2014,2
93370000.0,61.1,5,2017,4
113810000.0,71.8,8,2020,4
99550000.0,72.0,6,2021,0
113280000.0,74.2,1,1998,4
46240000.0,50.4,3,1986,2
75610000.0,68.1,16,2011,2
42040000.0,46.2,8,1988,2
,50.8,3,1996,2
63470000.0,45.5,1,2013,4
54820000.0,40.6,6,2008,4
139390000.0,81.2,16,2009,3
137030000.0,74.4,7,2015,3
82070000.0,79.6,16,1991,2
78370000.0,62.7,8,2016,0
117160000.0,76.0,13,2008,5
25850000.0,30.3,13,2001,2
117440000.0,77.5,1,2003,5
117670000.0,65.2,1,2005,3
127030000.0,73.3,15,2007,3
102160000.0,68.8,15,1998,5
56430000.0,44.2,3,1993,1
43530000.0,35.0,11,1991,0
70150000.0,49.2,15,1998,5
88650000.0,72.2,16,1995,0
111680000.0,74.4,5,2005,5
53980000.0,37.4,14,2021,0
44840000.0,44.3,11,1989,2
67020000.0,49.0,15,1997,5
87540000.0,55.6,3,1986,3
49840000.0,37.5,10,2023,1
51070000.0,36.4,1,2013,0
50240000.0,47.2,6,1994,2
738630000.0,63.6,1,2001,0
43620000.0,40.7,8,2013,2
73100000.0,59.9,13,2023,2
102080000.0,81.1,11,2007,0
51180000.0,38.6,6,1995,5
61230000.0,58.3,7,2012,1
101790000.0,80.4,6,2012,1
79600000.0,54.5,12,2010,4
82340000.0,51.7,5,1986,3
103470000.0,82.9,2,2013,0
85130000.0,56.5,9,1985,3
110680000.0,81.9,14,2021,1
107420000.0,69.7,8,2020,4
61200000.0,55.8,4,2007,2
74330000.0,70.6,1,2010,2
106390000.0,67.8,16,1987,3
113700000.0,80.4,13,2019,0
67320000.0,52.1,3,1995,0
63040000.0,62.7,2,1995,2
63820000.0,60.9,3,2013,2
124140000.0,74.7,7,2022,5
77780000.0,43.5,13,2004,3
120030000.0,80.3,3,2005,5
104120000.0,70.4,14,2006,4
61840000.0,38.3,1,1996,3
131030000.0,83.7,12,2008,5
169160000.0,102.2,5,2023,5
112930000.0,80.0,16,2000,5
162740000.0,87.7,8,2015,3
120190000.0,63.5,5,2015,3
35050000.0,32.1,4,2019,1
47900000.0,28.8,14,2013,5
116090000.0,66.6,7,2021,5
58890000.0,51.3,6,2013,2
75820000.0,45.5,12,2024,5
106660000.0,60.9,9,2013,3
96000000.0,73.1,11,2018,1
58440000.0,35.9,8,2020,4
103640000.0,53.9,2,2024,3
1411830000.0,89.2,1,2008,3
72920000.0,42.6,1,2013,3
149820000.0,77.7,10,2023,3
68690000.0,53.3,9,2000,0
81130000.0,71.8,12,1989,1
131340000.0,81.8,15,2020,4
101320000.0,75.3,3,2010,1
111760000.0,78.4,16,2002,4
60600000.0,41.3,15,2013,0
87190000.0,82.0,10,1986,1
85200000.0,46.7,9,2004,3
82180000.0,66.7,3,1995,1
65780000.0,66.6,3,1996,2
106490000.0,70.7,1,2023,0
103830000.0,68.1,11,2007,4
60240000.0,46.8,7,1990,4
43150000.0,37.7,4,1999,1
131670000.0,77.7,3,1994,3
95010000.0,65.3,2,2021,0
117430000.0,82.7,11,1996,5
62000000.0,61.2,11,1999,2
62240000.0,36.7,11,1998,3
107390000.0,79.4,2,1992,4
111250000.0,55.3,1,2016,3
103580000.0,68.2,2,2008,4
52020000.0,50.3,13,2002,2
136810000.0,91.6,12,2000,4
81450000.0,46.2,5,2011,3
82560000.0,55.9,1,1988,5
78640000.0,63.9,6,2022,1
652680000.0,42.3,13,2007,3
115300000.0,67.9,3,1994,3
141790000.0,91.0,13,2006,4
66880000.0,53.2,8,2019,1
74650000.0,69.1,3,1991,1
32860000.0,25.0,15,2005,1
105810000.0,61.3,9,2008,3
0.0,56.4,11,2017,1
54000000.0,47.3,2,2007,2
124360000.0,81.5,6,2014,4
83490000.0,56.1,11,2015,5
0.0,58.8,11,2020,0
0.0,55.2,2,1999,3
22840000.0,27.5,10,2013,2
46710000.0,41.6,16,1994,1
120070000.0,79.3,13,2018,4
47160000.0,25.0,4,2023,4
64790000.0,48.2,15,1996,1
77810000.0,54.8,11,2007,4
148260000.0,93.4,1,2017,4
83850000.0,75.8,3,1986,0
79090000.0,52.0,15,2013,4
103320000.0,85.5,4,2017,2
65560000.0,48.7,2,2019,0
77660000.0,80.2,8,1992,2
44570000.0,37.5,9,2015,1
95510000.0,81.3,10,2016,2
62430000.0,54.7,11,1985,5
46140000.0,43.5,16,2013,2
103550000.0,58.1,13,2010,3
74940000.0,67.0,1,2023,2
77170000.0,53.1,2,1986,5
101400000.0,72.0,1,2023,1
84860000.0,51.5,7,2007,3
93140000.0,73.2,6,1995,1
66260000.0,70.0,15,2000,2
100190000.0,60.9,6,2015,4
88890000.0,54.1,1,2024,4
93700000.0,64.7,15,1997,5
136110000.0,71.9,5,2024,3
124370000.0,99.1,15,2010,1
95380000.0,78.9,13,1992,0
81740000.0,79.6,15,2008,2
160270000.0,117.6,14,2017,0
96490000.0,71.3,3,1987,5
106880000.0,70.7,11,1988,3
99820000.0,74.7,7,1985,5
63820000.0,43.8,11,2007,5
58020000.0,54.0,12,1987,1
72350000.0,52.9,9,2022,1
100880000.0,73.7,6,1990,4
100440000.0,58.9,15,1987,3
65850000.0,64.5,11,1995,1
107070000.0,81.6,15,2015,1
88890000.0,77.5,4,2021,2
904680000.0,59.1,14,1995,3
79990000.0,49.9,6,2005,5
133520000.0,82.4,8,2015,5
104210000.0,75.9,14,2016,0
36460000.0,33.1,6,1991,0
91810000.0,56.4,5,2018,4
0.0,65.0,15,2019,2
0.0,76.0,16,2014,3
83150000.0,78.4,5,2006,2
111600000.0,67.1,5,2000,3
94910000.0,72.5,4,2020,1
86870000.0,63.2,1,2019,0
66250000.0,49.9,9,2005,1
90290000.0,57.3,5,2014,0
79070000.0,62.3,14,2000,1
93070000.0,61.4,3,2014,4
42000000.0,28.1,11,1988,5
65530000.0,54.8,9,2021,2
105840000.0,63.0,10,2005,3
65700000.0,56.9,2,2008,1
79120000.0,57.6,8,1992,4
705690000.0,70.8,11,2006,2
42540000.0,42.6,6,1985,0
40340000.0,32.7,14,2020,1
103810000.0,55.7,9,2014,3
111240000.0,75.8,6,2003,4
152060000.0,92.4,1,2018,4
79900000.0,76.1,3,2017,2
59720000.0,35.6,8,1989,5
71210000.0,57.8,7,1987,4
89310000.0,66.6,14,1995,5
100990000.0,65.2,13,1985,3
84130000.0,71.7,3,2007,1
79380000.0,45.5,10,2006,3
93820000.0,63.2,8,2006,4
92370000.0,69.6,2,1987,4
84810000.0,76.9,11,2021,2
69140000.0,47.5,9,2024,0
68100000.0,55.8,2,2008,1
27990000.0,25.0,8,1985,2
75690000.0,50.8,12,2000,5
54080000.0,52.6,6,2013,2
52110000.0,43.6,6,2014,0
105670000.0,65.0,2,1994,3
95270000.0,61.0,4,2017,5
36970000.0,25.0,16,2023,5
86990000.0,65.9,10,2005,0
58190000.0,45.3,3,2000,4
110930000.0,70.7,8,2006,4
52390000.0,38.9,4,1986,4
92400000.0,62.5,8,2005,4
58400000.0,56.9,3,1986,1
77240000.0,67.5,10,1986,1
68520000.0,64.2,10,2007,2
67490000.0,57.4,11,2005,1
40710000.0,34.3,8,2024,2
36580000.0,35.4,5,2005,1
66540000.0,51.5,4,2024,0
93100000.0,61.9,4,2017,4
77420000.0,51.1,7,1998,5
118450000.0,73.3,8,2022,4
102780000.0,57.0,11,2004,3
75120000.0,44.6,1,2008,3
82850000.0,57.0,5,1989,5
107090000.0,66.1,14,1993,3
101020000.0,67.8,15,2005,5
118320000.0,95.8,15,1995,0
88070000.0,50.0,5,2008,3
93420000.0,60.7,3,1988,3
80880000.0,69.7,4,1995,1
110030000.0,61.6,3,2011,3
65630000.0,53.0,16,2009,1
54000000.0,34.1,15,2024,4
55030000.0,52.8,13,2020,2
55910000.0,42.7,12,2017,1
44760000.0,30.9,6,1985,3
47380000.0,47.7,8,2009,2
41970000.0,43.2,14,1994,2
86890000.0,72.5,14,1995,1
84090000.0,72.8,9,1993,1
76490000.0,45.7,14,2003,3
78690000.0,57.3,6,1989,5
32910000.0,28.6,7,2006,2
63170000.0,53.1,14,1991,4
87860000.0,69.2,7,2005,1
109310000.0,76.8,13,2010,4
42680000.0,49.2,8,1992,2
88450000.0,80.9,5,1989,1
72900000.0,34.7,4,2017,3
57370000.0,39.5,10,2014,1
89450000.0,74.8,8,1995,1
106520000.0,92.1,6,2020,2
73730000.0,70.9,12,1993,1
99690000.0,61.3,1,2022,4
21940000.0,25.0,2,1989,2
37570000.0,25.6,16,2011,5
70870000.0,64.3,11,1985,1
88060000.0,55.6,9,1992,3
46990000.0,42.1,1,2001,2
92140000.0,63.2,10,1988,3
98310000.0,64.1,7,2003,5
,79.0,10,1994,5
88970000.0,64.5,1,1988,5
137800000.0,84.1,9,2023,4
67790000.0,62.1,10,2024,2
70020000.0,59.9,5,2023,2
91060000.0,81.2,1,1991,1
53010000.0,44.4,16,2000,0
137830000.0,112.7,12,1998,0
84670000.0,68.8,10,1998,0
114160000.0,68.9,13,2001,3
124350000.0,71.5,11,2005,3
99530000.0,95.8,3,2004,2
0.0,76.3,8,1996,1
53330000.0,33.1,15,2024,0
103250000.0,87.3,5,2024,2
67770000.0,55.9,16,1998,0
104550000.0,63.9,2,1993,3
56490000.0,39.0,6,2006,5
82930000.0,71.5,6,1999,1
57250000.0,50.3,10,2024,2
104170000.0,63.8,3,2002,3
64090000.0,56.9,4,1986,1
112520000.0,96.7,11,1990,0
135020000.0,97.7,5,1987,5
92190000.0,62.8,15,2000,5
85850000.0,63.2,14,1997,1
73920000.0,55.3,5,2019,0
128480000.0,81.9,9,2020,5
60050000.0,56.1,6,1990,0
79490000.0,54.4,6,2022,0
125140000.0,79.6,11,2008,4
71420000.0,52.3,5,1997,4
68470000.0,61.3,3,2001,2
53910000.0,33.5,5,2002,5
119390000.0,74.7,15,1991,3
153250000.0,96.9,5,2019,4
104220000.0,75.0,6,1985,5
106270000.0,88.3,11,1987,0
55790000.0,46.8,2,1995,1
91530000.0,66.3,5,1990,5
42250000.0,45.0,3,1987,2
91390000.0,57.9,15,2000,4
110420000.0,75.9,15,2000,4
65450000.0,63.8,13,1990,2
49820000.0,36.6,4,2017,1
73040000.0,38.3,10,2020,3
67710000.0,37.1,11,2013,3
94780000.0,70.8,14,2005,0
135310000.0,99.2,3,2022,1
146630000.0,86.5,12,1999,3
30810000.0,27.9,4,2002,1
102280000.0,87.6,10,1985,0
126910000.0,78.9,15,2013,5
52820000.0,34.2,1,1988,3
112120000.0,56.5,3,2011,3
99700000.0,81.7,14,2016,1
74890000.0,71.9,1,1993,2
57170000.0,38.4,11,2009,5
104020000.0,73.0,9,1997,4
473220000.0,25.0,6,2000,3
71250000.0,58.0,14,2006,0
97100000.0,82.5,14,1994,0
114640000.0,62.3,6,2016,3
73010000.0,53.0,1,2000,4
122800000.0,78.0,3,2003,5
128640000.0,79.5,2,2017,5
127120000.0,85.6,16,1994,5
88740000.0,77.7,10,2003,1
148910000.0,81.5,11,2024,3
112200000.0,75.2,4,2000,5
58230000.0,66.8,14,1989,2
99630000.0,63.6,12,1996,5
103880000.0,57.7,13,2023,3
61310000.0,40.2,8,2015,5
72280000.0,44.8,12,2017,4
63550000.0,56.9,9,1995,1
85270000.0,66.3,7,2018,0
98510000.0,87.9,10,2000,2
64440000.0,61.2,6,2016,2
132970000.0,80.1,16,2020,5
92360000.0,81.4,12,1993,1
69450000.0,57.8,12,2022,2
131650000.0,72.7,12,2010,3
86120000.0,57.6,8,2014,4
94170000.0,85.8,16,2015,2
86540000.0,73.4,4,1991,0
57810000.0,40.6,10,2014,0
85280000.0,64.9,2,1993,4
99730000.0,91.7,5,1995,2
90280000.0,58.7,10,1989,3
100770000.0,70.1,8,1992,5
97250000.0,71.8,16,2024,0
59220000.0,43.3,10,1998,5
99140000.0,71.2,7,2000,4
50480000.0,36.9,7,2004,4
,50.7,10,2013,3
82980000.0,81.4,13,2007,2
91350000.0,68.4,5,2006,0
101950000.0,56.5,10,2018,3
86100000.0,70.0,10,2004,0
81070000.0,60.9,1,2015,0
121400000.0,62.2,15,2021,3
134000000.0,73.8,10,2012,3
45990000.0,48.9,4,1986,2
85990000.0,62.7,11,1995,5
65920000.0,56.4,11,2009,1
37800000.0,33.5,15,2004,0
72010000.0,45.4,1,1996,5
136310000.0,90.2,7,1998,5
77210000.0,68.9,3,1988,0
35710000.0,38.2,10,1994,2
50500000.0,34.3,9,2016,4
89610000.0,60.0,8,1985,3
144590000.0,90.1,16,2018,4
86030000.0,58.6,9,1998,5
166550000.0,85.5,7,2017,3
117400000.0,68.3,2,1995,3
921330000.0,70.5,5,2018,0
69470000.0,38.0,15,2007,3
145790000.0,78.9,8,2019,3
90370000.0,56.0,15,1987,3
120160000.0,77.5,9,2016,4
61300000.0,47.3,9,1995,1
82900000.0,65.2,7,1999,0
76110000.0,68.3,9,1986,1
96650000.0,59.2,2,2023,4
98610000.0,69.3,1,2010,0
71380000.0,57.2,8,2024,1
85930000.0,50.3,10,2007,5
107550000.0,90.9,9,1991,0
114730000.0,80.9,7,1998,5
67380000.0,48.3,5,2002,4
74640000.0,72.2,12,1990,1
58620000.0,48.6,10,2022,2
61940000.0,40.7,1,2023,4
,80.6,8,2007,0
51640000.0,31.3,12,2008,4
97740000.0,78.7,13,2013,1
75760000.0,57.5,5,2012,0
50330000.0,58.2,15,1987,2
72140000.0,69.4,11,2006,2
109180000.0,72.5,8,2016,0
77360000.0,47.1,11,2017,4
79320000.0,74.9,14,2008,2
86610000.0,64.0,4,2020,0
59130000.0,39.4,3,2008,4
70660000.0,58.9,8,2000,1
88630000.0,86.9,2,2002,2
143810000.0,92.2,14,2012,4
100410000.0,74.9,16,2020,0
42920000.0,40.6,10,1994,1
101290000.0,70.8,16,1996,4
113500000.0,77.3,2,2011,4
120110000.0,75.1,11,2015,4
95330000.0,76.1,8,2000,0
66970000.0,68.5,5,2010,2
57680000.0,60.7,5,1985,2
55780000.0,51.0,9,1996,0
47920000.0,27.8,11,2023,4
0.0,68.1,3,2008,2
115900000.0,65.3,10,2019,5
108410000.0,72.0,15,1993,5
42220000.0,37.9,1,1996,0
95850000.0,73.6,15,2023,0
112180000.0,99.0,10,2024,2
0.0,63.4,6,2020,5
97400000.0,60.9,12,1997,5
92620000.0,67.6,10,2017,0
148220000.0,98.6,13,2003,4
67940000.0,43.6,2,2018,4
108440000.0,65.7,1,2019,5
57180000.0,47.6,11,2002,1
78430000.0,52.2,5,1997,4
87530000.0,61.1,4,2023,0
85940000.0,86.3,7,2003,2
150050000.0,94.4,12,2002,5
124640000.0,70.1,3,2011,3
102900000.0,55.2,16,2022,3
115310000.0,106.9,7,1990,0
95010000.0,54.3,3,2024,5
62310000.0,51.7,2,2001,1
42190000.0,30.1,14,1986,5
143350000.0,87.1,2,1997,3
98870000.0,79.4,7,2003,0
114120000.0,105.5,11,2012,2
41350000.0,37.0,9,2007,2
1151280000.0,88.2,5,1990,5
108550000.0,63.3,2,2004,3
,76.5,12,1994,3
44960000.0,32.3,8,1995,4
95350000.0,88.4,1,2013,2
86450000.0,76.2,3,2017,2
54450000.0,61.3,10,1991,2
112280000.0,73.6,3,2009,4
63700000.0,48.2,7,2001,4
48340000.0,51.6,2,1998,2
78480000.0,53.7,13,2013,5
34090000.0,28.7,11,1994,0
148410000.0,77.5,13,2015,3
141440000.0,83.4,1,2001,3
71970000.0,49.4,7,1988,5
102560000.0,68.3,5,2016,0
108540000.0,57.2,10,2019,3
85330000.0,67.9,14,2007,0
75810000.0,50.7,4,2013,4
73720000.0,46.1,13,1990,3
79710000.0,80.9,10,1998,2
59680000.0,60.9,14,1998,2
113430000.0,98.4,2,2015,2
94130000.0,62.8,16,1999,4
43560000.0,45.3,7,2014,2
81740000.0,84.1,5,1997,2
77330000.0,73.4,3,2009,2
88380000.0,75.1,16,1993,1
113140000.0,83.4,15,2007,0
59000000.0,50.2,3,1988,2
78740000.0,59.7,8,2014,0
76700000.0,58.9,12,1986,4
57420000.0,38.8,10,2024,0
72270000.0,57.3,4,2018,1
151550000.0,86.1,6,2008,3
109600000.0,66.3,6,2021,5
59470000.0,37.8,5,2017,3
40770000.0,34.0,16,1990,0
142110000.0,92.0,4,2014,4
95940000.0,60.4,12,2000,5
83600000.0,50.3,15,2019,5
89850000.0,57.1,13,2019,5
56460000.0,35.4,13,2023,4
120000000.0,87.6,3,2003,4
70810000.0,54.9,3,1992,4
141020000.0,86.6,13,1990,3
88940000.0,62.9,12,1991,5
171700000.0,87.7,12,2024,3
109800000.0,66.6,7,2008,3
109990000.0,77.4,9,1999,4
107260000.0,74.9,1,2002,4
108480000.0,73.2,5,1991,5
91600000.0,68.3,9,2007,0
86810000.0,57.8,3,2002,4
114090000.0,96.5,3,2016,2
61590000.0,45.7,1,1985,5
105700000.0,62.1,4,2022,4
93700000.0,62.3,16,1987,3
78540000.0,69.2,12,2001,1
66960000.0,54.3,16,1998,1
116740000.0,67.7,5,2013,3
108180000.0,59.0,10,2011,3
40550000.0,33.5,15,1992,0
79990000.0,62.2,6,2004,1
44570000.0,42.2,11,2006,2
45360000.0,30.8,12,2003,4
72500000.0,64.5,14,1985,1
82190000.0,70.8,16,1992,0
89270000.0,71.5,10,2005,0
107510000.0,72.2,10,1995,5
33340000.0,27.2,14,2006,1
40810000.0,37.5,11,1991,1
177380000.0,97.5,6,2014,3
76260000.0,43.2,11,1992,3
77390000.0,73.0,9,2010,2
76700000.0,49.6,4,2018,4
84060000.0,63.4,9,1999,4
48980000.0,50.6,10,1990,2
81400000.0,72.1,15,1985,1
79730000.0,64.5,10,1999,1
86120000.0,53.9,3,1989,3
84790000.0,43.1,16,2020,3
116130000.0,66.8,10,2023,5
51230000.0,40.2,5,2024,2
83860000.0,69.7,13,2021,2
170780000.0,109.3,7,2008,4
87050000.0,86.3,6,1998,2
108600000.0,74.9,14,2002,5
72720000.0,60.5,14,1995,1
33740000.0,27.1,9,2018,2
52270000.0,38.2,6,2002,1
133130000.0,85.1,14,2000,5
71660000.0,47.8,3,2012,0
73300000.0,49.4,12,1999,4
85500000.0,59.0,10,1999,4
64660000.0,42.9,14,1994,3
39310000.0,39.9,7,1987,2
79080000.0,61.1,14,1986,4
70420000.0,46.0,1,2001,5
93520000.0,48.7,13,2024,3
57360000.0,47.9,2,1995,1
94040000.0,71.4,11,2010,0
75000000.0,57.8,4,1997,0
76090000.0,58.8,16,1997,5
100370000.0,72.7,13,1991,4
78270000.0,59.4,2,2007,1
109780000.0,57.0,15,2011,3
108390000.0,70.5,5,1999,5
121730000.0,74.0,9,2006,5
88190000.0,59.4,2,2004,4
92900000.0,63.5,2,1995,5
75730000.0,47.9,4,2012,4
60520000.0,46.5,9,2007,0
85090000.0,75.8,9,1987,0
105550000.0,70.0,14,2004,5
0.0,70.2,3,2000,1
77160000.0,67.1,12,2016,2
73590000.0,62.8,1,1997,1
84830000.0,74.5,5,2023,2
96220000.0,78.8,3,2009,1
113460000.0,78.4,2,1990,5
75200000.0,60.2,10,2001,1
110490000.0,87.0,15,2020,1
75430000.0,66.1,11,1995,0
102410000.0,73.4,14,2013,0
81440000.0,67.1,10,2016,1
74950000.0,66.4,1,2012,2
72170000.0,48.8,6,1988,4
113420000.0,74.6,14,1999,4
164340000.0,113.2,1,1998,4
95390000.0,55.3,2,1998,3
110300000.0,63.3,14,2020,4
74500000.0,54.0,2,1985,3
77360000.0,53.2,16,2006,4
124460000.0,89.8,13,2024,1
92390000.0,49.9,11,2020,3
75340000.0,53.5,9,2009,0
47240000.0,33.4,2,2024,0
82880000.0,48.4,7,2001,3
46110000.0,31.2,13,2009,4
92960000.0,73.4,15,2006,0
127850000.0,112.4,8,1986,0
65180000.0,55.4,14,1986,0
33410000.0,32.0,13,2020,2
96980000.0,78.2,1,1991,0
52600000.0,48.9,10,1999,2
156070000.0,85.4,10,2009,3
96010000.0,56.9,9,2008,3
68150000.0,50.6,13,2005,4
95940000.0,58.8,15,2024,4
114710000.0,75.6,9,2016,0
86430000.0,57.9,6,2022,0
68370000.0,53.1,16,2011,0
97000000.0,58.4,16,2024,4
72350000.0,39.1,11,2009,3
,69.1,11,2006,4
38980000.0,29.8,2,2017,2
85310000.0,54.0,7,2019,4
83330000.0,75.7,4,1987,1
113370000.0,67.5,9,2021,5
84130000.0,72.6,14,2012,2
66350000.0,60.8,4,2020,2
99210000.0,83.1,16,2013,1
128320000.0,78.6,3,2022,4
73350000.0,70.0,2,1996,1
107250000.0,78.7,16,1992,4
113310000.0,75.5,2,1992,5
78160000.0,54.1,12,1995,4
47450000.0,37.8,13,1993,1
108330000.0,69.6,6,2002,5
91380000.0,71.8,2,1992,1
,81.6,5,1991,4
56780000.0,45.1,2,2005,1
57460000.0,45.7,11,2016,1
116240000.0,70.3,15,1990,3
63860000.0,60.7,16,2005,2
44230000.0,28.1,13,2011,0
85670000.0,68.8,13,2013,1
37740000.0,28.7,15,1989,1
0.0,45.0,13,2014,3
119680000.0,86.3,11,1986,5
117080000.0,94.8,16,1994,0
50480000.0,40.1,6,1997,0
106290000.0,56.1,7,2019,3
85710000.0,62.8,15,1992,4
119120000.0,94.1,5,2016,1
70250000.0,53.1,5,2024,1
64910000.0,53.4,3,2023,1
94250000.0,89.9,5,1997,2
69510000.0,55.3,10,1988,4
89520000.0,75.0,15,1993,0
60240000.0,35.4,3,2015,5
88050000.0,58.9,11,1992,5
50210000.0,32.1,13,2010,3
53240000.0,43.0,15,1999,0
101230000.0,77.1,13,2015,1
76570000.0,61.1,3,2009,1
104840000.0,56.3,8,2008,3
86010000.0,48.5,16,2016,3
90090000.0,58.0,15,2023,5
87260000.0,67.4,10,1999,0
121700000.0,79.7,16,2006,5
30990000.0,25.0,11,2010,4
73460000.0,47.0,2,2017,4
88070000.0,64.9,15,2004,0
81250000.0,60.2,3,1999,4
123910000.0,69.3,7,2018,5
109850000.0,66.8,4,2023,5
73900000.0,56.5,12,2007,0
56950000.0,52.5,1,1989,0
95490000.0,57.6,11,1996,3
120650000.0,82.7,14,2003,4
82530000.0,48.8,13,2013,3
120600000.0,60.9,5,2011,3
100960000.0,65.3,15,2017,4
123110000.0,90.1,6,1986,5
86810000.0,56.6,11,2003,4
135080000.0,79.3,9,2013,5
123990000.0,84.2,2,2024,0
54350000.0,60.9,1,1990,2
77790000.0,58.2,3,2020,1
56990000.0,56.1,15,1985,0
68950000.0,57.4,16,1992,1
137420000.0,77.4,7,2018,3
100620000.0,66.2,16,2016,4
88800000.0,66.2,1,2023,1
64870000.0,41.7,16,2009,4
54700000.0,44.6,4,2009,1
136340000.0,100.6,1,2006,0
74840000.0,58.8,13,2005,1
86220000.0,48.1,7,2005,3
102720000.0,87.8,5,1996,0
82980000.0,67.1,13,2019,2
70800000.0,72.4,6,1999,2
81310000.0,59.5,13,2009,1
69460000.0,56.3,4,2011,2
93570000.0,58.9,2,2006,5
60260000.0,37.1,6,2009,4
82000000.0,60.4,10,1986,3
67250000.0,67.3,4,1997,2
167450000.0,95.3,3,2002,3
95230000.0,63.5,12,2000,4
23790000.0,25.0,8,2021,2
67630000.0,60.3,7,2020,2
112440000.0,111.3,4,2013,2
80980000.0,77.6,1,1999,2
37700000.0,47.4,1,1987,2
1237680000.0,72.6,11,2015,3
82500000.0,48.6,2,2020,4
55910000.0,37.6,4,2004,5
90330000.0,55.7,15,2018,4
119790000.0,63.6,6,2022,3
44940000.0,28.3,12,2006,5
36230000.0,41.3,6,1993,2
84750000.0,62.2,15,1985,4
78800000.0,54.7,14,2015,4
82630000.0,69.1,8,2007,0
44900000.0,40.1,11,1991,1
103760000.0,74.9,7,1987,5
58570000.0,40.7,16,2023,0
132910000.0,91.6,6,1997,5
59590000.0,31.1,14,1998,3
56580000.0,42.3,10,2010,0
117890000.0,69.5,11,1999,3
129440000.0,92.0,6,2021,0
126140000.0,67.7,14,2012,3
87690000.0,72.1,12,1999,1
92900000.0,62.3,14,1995,5
541440000.0,43.5,13,2019,1
49790000.0,53.2,3,2008,2
60310000.0,40.2,15,2021,5
64970000.0,39.0,14,1998,3
106640000.0,69.2,4,1985,3
72120000.0,41.8,16,2020,5
94590000.0,67.8,9,1994,4
63480000.0,38.6,6,2018,4
117050000.0,67.3,4,2013,3
0.0,53.2,6,1994,4
113100000.0,87.3,1,2015,0
76950000.0,67.8,12,1988,1
98030000.0,84.2,12,2000,0
82850000.0,48.4,11,1999,3
94630000.0,63.0,9,2011,5
52960000.0,44.3,6,2006,1
100550000.0,54.6,12,2009,3
74320000.0,57.3,14,2004,0
69340000.0,48.9,2,2014,4
42700000.0,40.1,7,1991,1
52990000.0,36.6,16,2013,5
20860000.0,25.0,14,1987,1
58360000.0,43.0,16,1988,4
135160000.0,73.3,3,2013,3
49230000.0,33.2,8,1991,5
63310000.0,37.4,3,2015,5
111530000.0,94.2,14,1990,0
47960000.0,50.5,9,1990,2
86220000.0,67.8,4,2022,1
117300000.0,73.6,2,1992,3
92890000.0,73.9,12,2021,1
37370000.0,34.6,13,1998,1
91010000.0,57.8,15,2016,4
55010000.0,32.9,16,2022,5
114620000.0,106.0,14,1989,2
35900000.0,33.3,13,1998,0
66830000.0,43.1,13,2007,5
54260000.0,43.3,16,2019,0
46820000.0,35.1,8,1992,4
83410000.0,86.3,13,1992,2
1001970000.0,105.6,14,1999,2
59340000.0,53.4,2,1993,1
62100000.0,38.2,12,1995,3
27890000.0,25.0,6,1990,0
101530000.0,57.6,3,2018,3
60360000.0,56.3,3,2016,2
47330000.0,50.3,2,1990,2
115670000.0,66.0,15,2006,3
89050000.0,69.1,13,2010,1
120110000.0,67.8,2,2010,3
90870000.0,56.3,11,2024,4
68460000.0,42.2,11,2010,3
120820000.0,74.0,9,2012,5
94360000.0,62.2,10,1986,3
108000000.0,78.0,15,1988,4
120550000.0,76.2,9,2009,4
50150000.0,36.4,11,2021,0
39010000.0,36.2,10,2000,1
73540000.0,48.4,7,2010,4
43890000.0,43.0,15,1993,2
